veh id,manufacturer,nameplate,model,CVCM class,EPA class,fleet type,fuel type,footprint,baseline price,baseline mpg,baseline sales,predicted mpg
417,Nissan,Nissan,Rogue AWD,14,SUV,T,G,44.7133333333333,22343.1,30.421,50451,30.5446
418,Nissan,Nissan,Rogue FWD,14,SUV,C,G,44.7133333333333,21119.1,32.3107,27628,31.9961
419,Nissan,Nissan,Sentra,9,MIDSIZE CARS,C,G,44.7,16973.1026865224,36.9799503673722,119932,39.0344543636305
420,Nissan,Nissan,Titan 2WD 140WB,18,STANDARD PICKUP TRUCKS,T,G,65.9195833333334,30575.52,18.2941516036345,18425.5,19.0211479387931
421,Nissan,Nissan,Titan 2WD 160WB,18,STANDARD PICKUP TRUCKS,T,G,75.2086805555556,30575.52,18.2941516036345,18425.5,19.1262262931682
422,Nissan,Nissan,Titan 4WD 140WB,18,STANDARD PICKUP TRUCKS,T,G,65.9195833333334,37840.5350004438,17.3969244228851,11267,17.8334083916433
423,Nissan,Nissan,Titan 4WD 160WB,18,STANDARD PICKUP TRUCKS,T,G,75.2086805555556,37840.5350004438,17.3969244228851,11267,17.832655112906
424,Nissan,Nissan,Versa,9,MIDSIZE CARS,C,G,41.5,15461.5421838553,36.6989973229965,76223,36.3795015940804
425,Nissan,Nissan,Xterra 2WD,14,SUV,C,G,45.6204166666667,27844.2888909058,21.8733225938293,16527,22.1280420004429
426,Nissan,Nissan,Xterra 4WD,14,SUV,T,G,45.6204166666667,29758.626637277,21.1563298640559,19508,21.6281096550635
427,GENERAL MOTORS,Pontiac,G5,7,SUBCOMPACT CARS,C,G,44.8,16320.8689076047,33.4504896453251,20185,36.8496427189706
428,GENERAL MOTORS,Pontiac,G6,8,COMPACT CARS,C,G,46.9,21245.4072999086,27.8949266363886,154317,31.6508848503767
429,GENERAL MOTORS,Pontiac,Vibe,8,SMALL STATION WAGONS,C,G,42.6,17691.9,38.2180061257284,20317,33.7681172854392
430,PORSCHE,Porsche,911 GT,19,TWO SEATERS,C,G,38.7664930555556,196411.2,24.216,201,20.7927403838209
431,PORSCHE,Porsche,911 Turbo,19,SUBCOMPACT CARS,C,G,38.4131944444444,129601.2,23.5236725382276,1052,25.0511176195619
432,PORSCHE,Porsche,911 Turbo Cabriolet,19,SUBCOMPACT CARS,C,G,38.4131944444444,140107.2,23.256525296208,2036,24.310226960032
433,PORSCHE,Porsche,Boxster,1,TWO SEATERS,C,G,39.160485,47064.84,29.6816054753206,2291,29.2466015869768
434,PORSCHE,Porsche,Boxster S,1,TWO SEATERS,C,G,39.160485,57691.2,26.834074930407,1776,28.8146151738977
435,PORSCHE,Porsche,Carrera 2 Cabriolet,19,SUBCOMPACT CARS,C,G,38.0417013888889,86353.2,26.4051471438281,635,27.7633609940352
436,PORSCHE,Porsche,Carrera 2 Coupe,2,SUBCOMPACT CARS,C,G,38.0417013888889,75847.2,26.4935392293749,887,27.7534413976313
437,PORSCHE,Porsche,Carrera 2 S Cabriolet,19,SUBCOMPACT CARS,C,G,37.7853125,96859.2,25.4866791297503,1263,27.6587026521359
438,PORSCHE,Porsche,Carrera 2 S Coupe,19,SUBCOMPACT CARS,C,G,37.7853125,86353.2,25.4087160348913,1187,27.405039928599
439,PORSCHE,Porsche,Carrera 4 Cabriolet,19,SUBCOMPACT CARS,C,G,38.0417013888889,92371.2,25.3917388346696,151,27.3004701351028
440,PORSCHE,Porsche,Carrera 4 Coupe,19,SUBCOMPACT CARS,C,G,38.0417013888889,81865.2,25.4979875296044,140,27.3981239241197
441,PORSCHE,Porsche,Carrera 4 S Cabriolet,19,SUBCOMPACT CARS,C,G,37.7853125,96859.2,24.7288518505024,777,27.0772706667792
442,PORSCHE,Porsche,Carrera 4 S Coupe,19,SUBCOMPACT CARS,C,G,37.7853125,92371.2,24.7640706995468,913,27.1520736125332
443,PORSCHE,Porsche,Carrera 4 S Targa,19,SUBCOMPACT CARS,C,G,37.7853125,100123.2,24.7347235348937,373,27.4289499892196
444,PORSCHE,Porsche,Carrera 4 Targa,19,SUBCOMPACT CARS,C,G,38.0417013888889,89617.2,25.3504339633638,85,27.3319395635693
445,PORSCHE,Porsche,Cayenne,11,SUV,T,G,50.9525591666667,44268,21.2532384974038,8402,21.2620737028153
446,PORSCHE,Porsche,Cayenne GTS,11,SUV,T,G,50.9525591666667,70590.0026749889,19.2265633936557,2243,19.2945333081318
447,PORSCHE,Porsche,Cayenne S,11,SUV,T,G,50.9525591666667,59058,19.4085,5815,19.4475
448,PORSCHE,Porsche,Cayenne Turbo,19,SUV,T,G,50.9525591666667,95574,18.0594,2337,18.015
449,PORSCHE,Porsche,Cayman,1,TWO SEATERS,C,G,39.160485,51265.2,29.6798046480303,2156,29.5037569987563
450,PORSCHE,Porsche,Cayman S,1,TWO SEATERS,C,G,39.160485,66667.2,26.8368416631325,2745,28.9026540626693
451,BMW,Rolls-Royce,Phantom,19,MIDSIZE CARS,C,G,64.4,417180,17.2999,163,17.2718
452,BMW,Rolls-Royce,Phantom Drophead Coupe,19,COMPACT CARS,C,G,60,348840,17.2999,174,17.2718
453,BMW,Rolls-Royce,Phantom EWB,19,MIDSIZE CARS,C,G,68.9,413100,17.2999,41,17.2718
454,Ford,Roush,Stage 3 Mustang,2,SUBCOMPACT CARS,C,G,46.41,51000,20.6,186,22.7710248210042
455,GENERAL MOTORS,Saturn,Aura,9,MIDSIZE CARS,C,G,45,22494.1234639646,27.8293621217232,60399,32.777979950206
456,GENERAL MOTORS,Saturn,Aura Hybrid,9,MIDSIZE CARS,C,G,45,23245.8,35.7228,316,38.5815
457,GENERAL MOTORS,Saturn,Outlook AWD,12,SUV,T,G,55.8,32119.8,22.068,10308,23.9575
458,GENERAL MOTORS,Saturn,Outlook FWD,12,SUV,T,G,55.8,30079.8,24.5122,23024,24.7831
459,GENERAL MOTORS,Saturn,Vue AWD,14,SUV,T,G,45.7,27465.6671611078,23.6842934836683,23326,24.324
460,GENERAL MOTORS,Saturn,Vue FWD,14,SUV,C,G,45.7,23692.6157572281,26.3576401630314,81937,27.4828144901167
461,TOYOTA,Scion,Scion TC,7,SUBCOMPACT CARS,C,G,43.7749305555556,17105.4,30.6924997271563,54835,30.7496047141977
462,TOYOTA,Scion,Scion XB,8,SMALL STATION WAGONS,C,G,42.4291666666667,16595.4,31.5736632911309,60553,31.5647404193321
463,TOYOTA,Scion,Scion XD,7,SUBCOMPACT CARS,C,G,39.3878393120841,15473.4,38.1208167345108,32737,39.2588166828227
464,Daimler,Smart,Smart Fortwo Convertible,6,TWO SEATERS,C,G,40.2405208333333,17579.7,49.5029,7418,49.0337
465,Daimler,Smart,Smart Fortwo Coupe,6,TWO SEATERS,C,G,40.2405208333333,13499.7,49.5029,14209,49.115
466,Subaru,Subaru,Forester AWD,14,SUV,C,G,43.1,27357.5763915017,28.8592195925417,30406,28.8833903439159
467,Subaru,Subaru,Impreza AWD,8,COMPACT CARS,C,G,42.2,22661.34,28.9273591051946,27039,28.7767476284473
468,Subaru,Subaru,Impreza Wagon/Outback Sport AWD,8,SMALL STATION WAGONS,C,G,42.2,27888.84,28.4807954395467,32301,28.5970704080146
469,Subaru,Subaru,Legacy AWD,3,COMPACT CARS,C,G,46.2,25824.7067255021,28.767043456337,26288,32.0933229487687
470,Subaru,Subaru,Outback Wagon AWD,14,SUV,T,G,45.8,28643.8837464113,28.7866338894794,63741,31.0020495711693
471,Subaru,Subaru,Tribeca AWD,11,SUV,T,G,46.7,33598.8,23.2105,18805,23.3895
472,Suzuki,Suzuki,Grand Vitara,14,SUV,C,G,43.8,24088.7500348432,24.8225486537138,10619,27.6152182081144
473,Suzuki,Suzuki,Grand Vitara 4WD,14,SUV,T,G,43.8,25600.98,24.2415724680842,7377,26.172103076518
474,Suzuki,Suzuki,SX4,8,SMALL STATION WAGONS,C,G,40.3,17334.9,33.0319275112077,4946,33.8854579650654
475,Suzuki,Suzuki,SX4 AWD,8,SMALL STATION WAGONS,C,G,40.3,17334.9,30.9511008250832,15078,33.3808014981134
476,Suzuki,Suzuki,SX4 Sedan,8,COMPACT CARS,C,G,40.3,16212.9,33.2736744826438,22498,36.976689446907
477,TOYOTA,Toyota,4Runner 2WD,12,SUV,T,G,47.3,32380.0166804649,23.366170824256,25124,25.1574075094853
478,TOYOTA,Toyota,4Runner 4WD,11,SUV,T,G,47.3,34942.5456175038,21.9321248509936,41271,24.0558
479,TOYOTA,Toyota,Avalon,5,LARGE CARS,C,G,47.7320226924838,31831.14,29.323,61851,29.6248
480,TOYOTA,Toyota,Camry,9,MIDSIZE CARS,C,G,46.8956668505629,23085.2368956289,32.1046836633911,195054,33.2348549690941
481,TOYOTA,Toyota,Camry Hybrid,9,MIDSIZE CARS,C,G,46.8956668505629,26377.2,45.9416,32123,45.9416
482,TOYOTA,Toyota,Corolla,8,COMPACT CARS,C,G,42.5249810125711,16132.32,39.3061878226637,170360,39.3843736160005
483,TOYOTA,Toyota,Corolla Matrix,8,SMALL STATION WAGONS,C,G,42.5249810125711,17248.2,36.4042943333884,23891,34.7486152843596
484,TOYOTA,Toyota,FJ Cruiser 2WD,12,SUV,C,G,46.5,23694.6,23.4225,7838,24.7023
485,TOYOTA,Toyota,FJ Cruiser 4WD,12,SUV,T,G,46.5,24898.2,22.2175034331365,34093,23.6299388532841
486,TOYOTA,Toyota,Highlander 2WD,12,SUV,T,G,49,31281.36,25.9861,56899,26.7678325953877
487,TOYOTA,Toyota,Highlander 4WD,12,SUV,T,G,49,32760.36,24.8013,80769,24.8013
488,TOYOTA,Toyota,Highlander Hybrid 4WD,11,SUV,T,G,48.8,38260.2,35.1911,24241,35.1911
489,TOYOTA,Toyota,Land Cruiser Wagon 4WD,11,SUV,T,G,50.3,65162.7,18.9488,5089,18.9488
490,TOYOTA,Toyota,Prius,9,MIDSIZE CARS,C,G,43.3758681335987,23281.5,65.7778,171762,70.8442
491,TOYOTA,Toyota,RAV4 2WD,14,SUV,C,G,44.7,23937.8260974306,30.503295616671,67330,31.4169936403825
492,TOYOTA,Toyota,RAV4 4WD,14,SUV,T,G,44.7,25716.0698510325,28.7586983271108,97001,30.0224282102635
493,TOYOTA,Toyota,Sequoia 2WD,11,SUV,T,G,58,45809.7767604304,19.9382668306336,15891,20.160804077076
494,TOYOTA,Toyota,Sequoia 4WD,11,SUV,T,G,58,49084.4085077932,18.8834374705315,23482,18.4930622960224
495,TOYOTA,Toyota,Sienna 2WD,15,MINIVAN,T,G,54.9,30072.66,26.4628,116103,26.4628
496,TOYOTA,Toyota,Sienna 4WD,15,MINIVAN,T,G,55.2,34353.6,23.0032,13105,23.0032
497,TOYOTA,Toyota,Tacoma 2WD,17,SMALL PICKUP TRUCKS,T,G,53.4478149100257,21465.1505684971,25.1099474167226,84697,25.5715219438324
498,TOYOTA,Toyota,Tacoma 4WD,17,SMALL PICKUP TRUCKS,T,G,53.4478149100257,24036.6725570072,22.6854501615807,61615,22.7653354641645
499,TOYOTA,Toyota,Tundra 2WD 127WB,18,STANDARD PICKUP TRUCKS,T,G,59.8,25553.6570238756,21.1522470231598,8266.59,21.3578491262373
500,TOYOTA,Toyota,Tundra 2WD 145WB/164WB,18,STANDARD PICKUP TRUCKS,T,G,68.7,25375.2461980978,20.0129641061103,67997.41,20.9026230142306
501,TOYOTA,Toyota,Tundra 4WD 127WB/145WB,18,STANDARD PICKUP TRUCKS,T,G,68.5503987200809,35358.6232904058,18.256986861271,89268.14,19.1170181106051
502,TOYOTA,Toyota,Tundra 4WD 164WB,18,STANDARD PICKUP TRUCKS,T,G,77.5,34204.68,18.6065,2893.86,18.9662520766672
503,TOYOTA,Toyota,Yaris,7,SUBCOMPACT CARS,C,G,39.2963229805737,13454.82,42.0806658155156,120841,41.9741132184539
504,VOLKSWAGEN,Volkswagen,EOS,2,SUBCOMPACT CARS,C,G,49.6694185064543,35951.4139413681,31.7254893851419,13815,32.3574897747259
505,VOLKSWAGEN,Volkswagen,GTI,8,COMPACT CARS,C,G,42.3269097222222,24092.4,31.8207524985944,13325,32.9100488578873
506,VOLKSWAGEN,Volkswagen,Jetta,3,COMPACT CARS,C,G,42.3973958333333,23594.1728201424,30.0373147996885,87219,34.8092130603394
507,VOLKSWAGEN,Volkswagen,New Beetle,7,SUBCOMPACT CARS,C,G,40.5491666666667,21128.2873992477,30.3649775633004,14888,30.4601423641414
508,VOLKSWAGEN,Volkswagen,New Beetle Convertible,7,SUBCOMPACT CARS,C,G,40.5491666666667,26644.0857415173,29.8832324706877,13115,29.8496
509,VOLKSWAGEN,Volkswagen,Passat,9,MIDSIZE CARS,C,G,45.2734027777778,30331.8727526424,29.0836821823231,28667,32.3651
510,VOLKSWAGEN,Volkswagen,Passat Wagon,9,MIDSIZE STATION WAGONS,C,G,45.2734027777778,31869.3473543002,29.0552351564067,6709,32.3651
511,VOLKSWAGEN,Volkswagen,Rabbit,8,COMPACT CARS,C,G,42.4326388888889,17469.54,29.6756742295917,22371,35.2091624893097
512,VOLKSWAGEN,Volkswagen,Touareg,11,SUV,T,G,51.0873611111111,42673.4053769109,20.3457101656721,11382,23.1459520012844
513,Geely,Volvo,C30 FWD,3,COMPACT CARS,C,G,43.7967361111111,25443.9,28.8089908809222,5865,30.6125917364362
514,Geely,Volvo,C70,2,SUBCOMPACT CARS,C,G,44.3,40784.7,27.5992383009428,7220,28.4916157816044
515,Geely,Volvo,S40 AWD,3,COMPACT CARS,C,G,43.5,31732.2,26.8242,634,28.3384645312591
516,Geely,Volvo,S40 FWD,3,COMPACT CARS,C,G,43.5,25791.128860509,29.8873916166006,11119,29.8086590673269
517,Geely,Volvo,S80 AWD,4,MIDSIZE CARS,C,G,48.4,44538.5504191617,23.2292596468755,4175,23.6591143585147
518,Geely,Volvo,S80 FWD,4,MIDSIZE CARS,C,G,48.4,40239,24.0531,7258,26.2192
519,Geely,Volvo,V50 AWD,3,SMALL STATION WAGONS,C,G,43.5,32956.2,26.8242,372,28.3796483679555
520,Geely,Volvo,V50 FWD,8,SMALL STATION WAGONS,C,G,43.5,28443.8027944112,29.7846120176158,1503,29.764
521,Geely,Volvo,V70 FWD,9,MIDSIZE STATION WAGONS,C,G,48.1,33874.2,24.0531,3862,26.2192
522,Geely,Volvo,XC 70 AWD,11,SUV,T,G,48,38270.4,22.1142,12793,23.363290963951
523,Geely,Volvo,XC 90 AWD,11,SUV,T,G,50.1,50930.64,20.4720519805665,19955,22.0481534684511
524,Geely,Volvo,XC 90 FWD,11,SUV,C,G,50.1,37734.9,20.9469,10049,22.44
